"REPOSITORY_NM","REPOSITORY_NO","FUNC_ID","FUNC_SEQ","SORT","COL_NAME","DISP_NAME","KEY_FLG","UPDATE_FLG","SEARCH_FLG","GROUP_NAME","CR_FLG","PATTERN_ID","DATA_TYPE","INPUT_SIZE","DISP_SIZE","TEXT_ROWS","REQUIRED_FLG","COMPONENT","SIKIBETU_CODE","CREATED_DATE","CREATED_BY","CREATED_PRG_NM","UPDATED_DATE","UPDATED_BY","UPDATED_PRG_NM"
"Woody_main_2025-12-25","0","DMTT_S_SO_LIST","0","0","I_SONO","Sale Order No","1","1","0","","","TEXT","nvarchar","20","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_ASSIGN_SHIP_JOB","1","0","I_ASSIGNTO","Assign To","","1","1","","","TEXT","varchar","20","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_ASSIGN_SHIP_JOB","1","1","I_SHIP_INST","Shipment Instruction No.","1","","0","","","TEXT","nvarchar","20","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_ASSIGN_SHIP_JOB","1","2","INTERNAL_NO","","1","","0","","","TEXT","nvarchar","20","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_ASSIGN_SHIP_JOB","1","3","I_ITEMCODE","Part ID","","","0","","","TEXT","nvarchar","25","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_ASSIGN_SHIP_JOB","1","4","I_DESC","Part Name","","","0","","","TEXT","nvarchar","50","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_ASSIGN_SHIP_JOB","1","5","I_SHIP_QTY","Qty","","","0","","","INT","numeric","10","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_ASSIGN_SHIP_JOB","1","6","I_PCS_BOX","Box QTY","","","0","","","INT","numeric","6","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_ASSIGN_SHIP_JOB","1","7","I_LOTNO_FR","Lot From","","","0","","","TEXT","nvarchar","25","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_ASSIGN_SHIP_JOB","1","8","I_LOTNO_TO","Lot To","","","0","","","TEXT","nvarchar","25","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_ASSIGN_SHIP_JOB","1","9","I_LOCCD","Location","","","0","","","TEXT","varchar","10","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_ASSIGN_SHIP_JOB","1","10","I_PLTNO","Pallet Tag No.","","","0","","","TEXT","varchar","20","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_ASSIGN_SHIP_JOB","1","11","I_SHIP_LNNO","Line No.","","","0","","","INT","numeric","20","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_ASSIGN_SHIP_JOB","1","12","SHIP_LIST","Shipment List","","","1","","","TEXT","varchar","500","200","","","6","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_ASSIGN_SHIP_JOB","1","13","CREATED_DATE","","","","0","","","DATE","datetime","23","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_ASSIGN_SHIP_JOB","1","14","CREATED_BY","","","","0","","","TEXT","nvarchar","10","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_ASSIGN_SHIP_JOB","1","15","CREATED_PRG_NM","","","","0","","","TEXT","nvarchar","50","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_ASSIGN_SHIP_JOB","1","16","UPDATED_DATE","","","","0","","","DATE","datetime","23","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_ASSIGN_SHIP_JOB","1","17","UPDATED_BY","","","","0","","","TEXT","nvarchar","10","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_ASSIGN_SHIP_JOB","1","18","UPDATED_PRG_NM","","","","0","","","TEXT","nvarchar","50","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_ASSIGN_SHIP_JOB","1","19","MODIFY_COUNT","","","","0","","","INT","numeric","10","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_ASSIGN_SHIP_JOB","2","0","I_ASSIGNTO","Assigned To","","","1","","","TEXT","varchar","20","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CONF_DELIIVERY_ORDER","0","0","SELECTED","SELECTED","","1","1","","","TEXT","varchar","100","100","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CONF_DELIIVERY_ORDER","1","0","Lvl","Level","","","0","","","INT","int","10","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CONF_DELIIVERY_ORDER","1","1","CHK","Select","","1","0","","","TEXT","varchar","1","","","","5","DMTT_T_CHK_BOX","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CONF_DELIIVERY_ORDER","1","2","I_SONO","SO No.","1","","1","","","TEXT","nvarchar","20","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CONF_DELIIVERY_ORDER","1","3","INTERNAL_NO","","1","","0","","","TEXT","nvarchar","20","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CONF_DELIIVERY_ORDER","1","4","I_LNNO","Line No.","","","0","","","INT","numeric","3","","","","6","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CONF_DELIIVERY_ORDER","1","5","I_COMPCLS","SO Status","","","1","","","TEXT","nvarchar","2","","","","1","DMTT_T_SO_STATUS","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CONF_DELIIVERY_ORDER","1","6","I_CUSTOMER_PO","Customer PO No","","","0","","","TEXT","nvarchar","25","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CONF_DELIIVERY_ORDER","1","7","I_DLYDATE","Delivery Date","","1","1","","","DATE","datetime","23","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CONF_DELIIVERY_ORDER","1","8","I_CSCODE","Customer Code","","","1","","","TEXT","nvarchar","10","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CONF_DELIIVERY_ORDER","1","9","I_NAME","Customer Name","","","1","","","TEXT","nvarchar","100","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CONF_DELIIVERY_ORDER","1","10","I_SODATE","SO Date","","","1","","","DATE","datetime","23","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CONF_DELIIVERY_ORDER","1","11","I_QTY","Delivery Qty","","1","0","","","DCM","numeric","14\,6","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CONF_DELIIVERY_ORDER","1","12","I_DLY_PLACE","Delivery Place","","","1","","","TEXT","nvarchar","15","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CONF_DELIIVERY_ORDER","1","13","I_ENDUSER","P.I.C","","","1","","","TEXT","nvarchar","10","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CONF_DELIIVERY_ORDER","1","14","I_SHIP_CFM","Delivered","","","0","","","INT","nvarchar","10","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CONF_DELIIVERY_ORDER","1","15","I_SHP_PCK","Picked","","","0","","","INT","numeric","10","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CONF_DELIIVERY_ORDER","1","16","BALANCE","Balance","","","0","","","DCM","numeric","18\,6","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CONF_DELIIVERY_ORDER","1","17","I_CONFIRM_STATUS","Confirm Status","","","1","","","INT","int","1","","","","2","DMTT_G_OS_COMFIRM","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CONF_DELIIVERY_ORDER","1","18","CREATED_DATE","","","","0","","","DATE","datetime","23","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CONF_DELIIVERY_ORDER","1","19","CREATED_BY","","","","0","","","TEXT","nvarchar","10","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CONF_DELIIVERY_ORDER","1","20","CREATED_PRG_NM","","","","0","","","TEXT","nvarchar","50","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CONF_DELIIVERY_ORDER","1","21","UPDATED_DATE","","","","0","","","DATE","datetime","23","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CONF_DELIIVERY_ORDER","1","22","UPDATED_BY","","","","0","","","TEXT","nvarchar","10","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CONF_DELIIVERY_ORDER","1","23","UPDATED_PRG_NM","","","","0","","","TEXT","nvarchar","50","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CONF_DELIIVERY_ORDER","1","24","MODIFY_COUNT","","","","0","","","INT","numeric","10","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CREATE_INVOICE","1","0","I_INVOICE_NO","Invoice No","1","1","1","","","TEXT","nvarchar","20","","","","6","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CREATE_INVOICE","1","1","INTERNAL_NO","Internal No.","1","1","0","","","TEXT","nvarchar","20","","","","6","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CREATE_INVOICE","1","2","I_INVOICE_LNNO","Line no","","1","0","","","INT","numeric","10","","","","6","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CREATE_INVOICE","1","3","I_ITEMCODE","Part ID","","1","0","","","TEXT","nvarchar","25","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CREATE_INVOICE","1","4","I_DESC","Part Name","","","0","","","TEXT","nvarchar","50","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CREATE_INVOICE","1","5","I_PKGCD","Packaging Type","","1","0","","","TEXT","nvarchar","20","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CREATE_INVOICE","1","6","I_PALLET_QTY","Pallet","","1","0","","","INT","numeric","10","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CREATE_INVOICE","1","7","I_QTY","Qty","","1","0","","","INT","numeric","10","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CREATE_INVOICE","1","8","I_NET_WGT","Net Weight","","1","0","","","DCM","numeric","17\,6","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CREATE_INVOICE","1","9","I_UNIT_PRICE","Unit Price","","1","0","","","DCM","numeric","18\,3","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CREATE_INVOICE","1","10","I_AMOUNT","Total Price","","1","0","","","INT","numeric","10","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CREATE_INVOICE","1","11","I_SHIP_ORDER_NO","","","","1","","","TEXT","nvarchar","1","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CREATE_INVOICE","2","0","I_SHIP_ORDER_NO","Shipment Instruction No","","1","1","","","TEXT","nvarchar","20","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CREATE_INVOICE","2","1","I_INVOICE_NO","Invoice No.","1","1","1","","","TEXT","nvarchar","20","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CREATE_INVOICE","2","2","I_SHIP_ORDER_DATE","Shipment Date","","1","0","","1","DATE","datetime","23","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CREATE_INVOICE","2","3","I_INVOICE_DATE","Invoice Date","","1","0","","","DATE","datetime","23","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CREATE_INVOICE","2","4","I_CORRESP_CODE","Correspondent","","1","0","","1","TEXT","nvarchar","10","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CREATE_INVOICE","2","5","I_ATTN","ATTN","","1","0","","","TEXT","nvarchar","30","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CREATE_INVOICE","2","6","I_SHIP_TO","Ship To","","1","0","","1","TEXT","nvarchar","10","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CREATE_INVOICE","2","7","CREATED_DATE","","","","0","","","DATE","datetime","23","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CREATE_INVOICE","2","8","CREATED_BY","","","","0","","","TEXT","nvarchar","10","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CREATE_INVOICE","2","9","CREATED_PRG_NM","","","","0","","","TEXT","nvarchar","50","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CREATE_INVOICE","2","10","UPDATED_DATE","","","","0","","","DATE","datetime","23","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CREATE_INVOICE","2","11","UPDATED_BY","","","","0","","","TEXT","nvarchar","10","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CREATE_INVOICE","2","12","UPDATED_PRG_NM","","","","0","","","TEXT","nvarchar","50","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_CREATE_INVOICE","2","13","MODIFY_COUNT","","","","0","","","INT","numeric","10","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_QT","0","0","I_QT_NO","Quotation No.","1","1","1","","","TEXT","nvarchar","20","12","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_QT","0","1","I_QT_MTH","Quotation Month","","1","0","","","YM","date","6","8","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_QT","0","2","I_METAL_PRICE","Material Price Month","","1","0","","","YM","nvarchar","6","8","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_QT","0","3","I_CSCODE","Customer Code","","1","0","","1","TEXT","nvarchar","10","8","","1","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_QT","0","4","I_PO_MONTH","Customer PO Month","","1","0","","","YM","date","6","8","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_QT","0","5","I_EXG_MONTH","Delivery Month","","1","0","","","YM","date","6","8","","1","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_QT","0","6","I_EXG_RATE_TYPE","Exchange Rate Type","","","0","","","TEXT","varchar","10","","","","1","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_QT","0","7","I_EXG_RATE","Exchange Rate","","1","0","","","DCM","numeric","14\,8","8","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_QT","0","8","I_CURRENCY","Currency","","","0","","1","TEXT","nvarchar","50","10","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_QT","0","9","I_REM1","P.I.C.","","","0","","1","TEXT","nvarchar","50","10","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_QT","0","10","I_TYPE","Pattern","","1","0","","","TEXT","nvarchar","10","","","","1","DMTT_G_PR_PATTERN","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_QT","0","11","B","button","","","0","","","TEXT","varchar","1","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_QT","0","12","CREATED_DATE","","","1","0","","","DATE","datetime","23","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_QT","0","13","CREATED_BY","","","1","0","","","TEXT","nvarchar","10","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_QT","0","14","CREATED_PRG_NM","","","1","0","","","TEXT","nvarchar","50","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_QT","0","15","UPDATED_DATE","","","1","0","","","DATE","datetime","23","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_QT","0","16","UPDATED_BY","","","1","0","","","TEXT","nvarchar","10","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_QT","0","17","UPDATED_PRG_NM","","","1","0","","","TEXT","nvarchar","50","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_QT","0","18","MODIFY_COUNT","","","1","0","","","INT","numeric","10","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_QT","1","0","I_QT_NO","Quotation No.","1","1","1","","","TEXT","nvarchar","20","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_QT","1","1","INTERNAL_NO","Internal No.","1","1","0","","","TEXT","nvarchar","20","","","","6","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_QT","1","2","I_ITEMCODE","Part ID","","1","0","","","TEXT","nvarchar","25","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_QT","1","3","I_DESC","Part Name","","","0","","","TEXT","nvarchar","50","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_QT","1","4","I_COMMODITY","Commodity","","1","0","","","TEXT","nvarchar","20","10","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_QT","1","5","I_THICK","Thickness(mm)","","1","0","","","TEXT","nvarchar","25","","","","","","","","","","",""
